id,full_name,web_name,team_name,position,now_cost_millions,total_points,points_per_game,selected_by_percent,form,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,transfers_in_event,transfers_out_event,transfers_in,transfers_out,status,chance_of_playing_next_round,news,ep_next,ep_this
482,Harrison Ashby,Ashby,Newcastle,Defender,3.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,26,8541,17003,u,0.0,has joined Bradford City on loan for the rest of the season.,0.0,0.0
483,Miodrag Pivaš,Pivas,Newcastle,Defender,3.8,0,0.0,0.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,261,66315,49454,a,,,0.0,-0.5
484,Matt Targett,Targett,Newcastle,Defender,4.0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,23,3759,45333,u,0.0,has joined Middlesbrough on loan for the rest of the season.,0.0,0.0
485,Anthony Gordon,Gordon,Newcastle,Midfielder,7.3,88,3.7,5.1,5.5,1640,5,4,7,29,3,1,7,319,355.6,385.4,479.0,121.6,120741,1691,1715236,1490130,a,100.0,,5.5,5.0
486,Anthony Elanga,Elanga,Newcastle,Midfielder,6.5,40,1.5,2.6,1.5,1143,0,1,2,25,0,0,0,155,125.2,256.5,161.0,54.3,1288,543,561599,1186231,a,100.0,,1.5,1.0
487,Harvey Barnes,Barnes,Newcastle,Midfielder,6.1,81,2.8,1.2,1.2,1573,5,0,5,23,1,0,8,262,296.6,301.3,575.0,116.9,5517,1320,739115,675644,a,,,1.2,0.7
488,Bruno Guimarães Rodriguez Moura,Bruno G.,Newcastle,Midfielder,6.8,134,5.8,4.7,0.0,2019,9,6,6,31,5,0,19,584,682.6,634.3,365.0,168.3,230,10332,4039857,3773202,i,0.0,Hamstring injury - Expected back 11 Apr,0.0,0.0
489,Jacob Murphy,J.Murphy,Newcastle,Midfielder,5.9,64,2.6,0.6,2.8,1211,3,1,7,13,1,0,2,258,264.4,319.6,303.0,87.8,795,211,163318,347238,a,100.0,,2.8,2.3
490,Joelinton Cássio Apolinário de Lira,Joelinton,Newcastle,Midfielder,5.9,63,2.7,0.3,1.8,1597,2,1,5,22,8,0,2,271,290.6,258.8,309.0,85.9,895,288,78211,104924,a,100.0,,1.8,1.3
491,Sandro Tonali,Tonali,Newcastle,Midfielder,5.3,71,2.4,1.1,2.5,2037,0,2,7,31,3,0,2,391,336.6,433.5,165.0,93.8,2194,1178,214221,312961,a,100.0,,2.5,2.0
492,Antoñito Cordero Campillo,Antoñito C.,Newcastle,Midfielder,4.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,655,3576,u,0.0,has joined Cadiz on loan for the rest of the season.,0.0,0.0
494,Joe Willock,Willock,Newcastle,Midfielder,5.0,27,1.4,0.1,1.8,668,0,1,3,12,3,0,0,107,86.4,126.8,110.0,32.2,338,56,13359,12667,a,100.0,,1.8,1.3
495,Isaac Hayden,Hayden,Newcastle,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1611,u,0.0,Has departed the club as a free agent.,0.0,0.0
496,Garang Kuol,Kuol,Newcastle,Midfielder,4.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,2219,7408,u,0.0,has joined Sparta Prague permanently.,0.0,0.0
497,Lewis Miley,L.Miley,Newcastle,Midfielder,4.4,58,3.1,2.0,0.0,1133,1,3,2,16,0,0,4,271,275.0,214.3,132.0,62.1,112,3764,642888,678941,d,50.0,Dead leg - 50% chance of playing,0.0,0.0
498,Joe White,White,Newcastle,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,117,1253,u,0.0,has joined Bradford City on loan for the rest of the season.,0.0,0.0
500,William Osula,Osula,Newcastle,Forward,5.4,30,1.9,0.2,2.2,267,2,1,1,6,0,0,2,107,77.4,16.1,87.0,17.8,1085,405,77167,87427,a,100.0,,2.2,1.7
501,Sean Neave,Neave,Newcastle,Forward,4.3,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,112,161,26023,36346,a,,,0.0,-0.5
674,Aaron Ramsdale,Ramsdale,Newcastle,Goalkeeper,4.8,21,2.3,0.9,2.5,733,0,0,1,11,1,0,1,83,143.2,10.0,0.0,15.3,7039,326,120495,154268,a,,,2.5,2.0
684,Malick Thiaw,Thiaw,Newcastle,Defender,5.0,114,4.2,5.8,4.2,2297,4,0,5,40,3,0,12,364,718.4,103.7,350.0,116.9,92058,1569,1367465,795507,a,,,4.2,3.7
689,Seung-Soo Park,Seung soo,Newcastle,Midfielder,4.3,0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,519,1034,93625,57022,a,,,0.0,-0.5
714,Nick Woltemade,Woltemade,Newcastle,Forward,6.7,88,3.4,6.9,1.0,1596,7,3,7,25,0,0,10,310,366.8,185.2,385.0,92.6,4164,4963,5437896,4753618,a,100.0,,1.0,0.5
753,John Ruddy,Ruddy,Newcastle,Goalkeeper,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12,21,1642,1045,a,,,0.0,-0.5
765,Leo Shahar,Shahar,Newcastle,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,62,4001,2362,a,,,0.0,-0.5
772,Sam Alabi,Alabi,Newcastle,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,13,557,304,a,,,0.0,-0.5
12,Oleksandr Zinchenko,Zinchenko,Nott'm Forest,Defender,4.9,7,1.4,0.2,0.0,352,0,0,0,6,0,0,0,56,80.8,83.4,22.0,18.6,0,43,26902,53573,u,0.0,has joined Ajax permanently.,0.0,0.0
400,Stefan Ortega Moreno,Ortega Moreno,Nott'm Forest,Goalkeeper,4.7,11,3.7,0.2,0.8,270,0,0,1,4,0,0,0,38,68.6,0.0,0.0,6.9,11,228,10982,25034,d,25.0,Calf injury - 25% chance of playing,0.2,0.2
426,James McAtee,McAtee,Nott'm Forest,Midfielder,5.0,8,0.9,0.1,0.5,172,0,0,0,8,1,0,0,29,17.6,45.5,12.0,7.6,15,33,13220,26757,a,,,0.5,0.5
502,Matz Sels,Sels,Nott'm Forest,Goalkeeper,4.6,70,3.0,4.8,2.2,1947,0,0,5,31,2,0,3,286,483.2,10.0,0.0,49.3,1693,702,414429,2041563,a,100.0,,2.2,2.2
503,Carlos Miguel dos Santos Pereira,C.Miguel,Nott'm Forest,Goalkeeper,4.0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,448,15684,u,0.0,Has joined Palmeiras permanently.,0.0,0.0
504,Matt Turner,Turner,Nott'm Forest,Goalkeeper,4.0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,25,0,15771,u,0.0,Has joined Lyon permanently.,0.0,0.0
505,Nikola Milenković,Milenković,Nott'm Forest,Defender,5.1,87,2.9,3.2,2.8,2700,0,0,7,43,6,0,1,296,524.6,40.3,108.0,67.6,2246,848,353961,1065986,a,,,2.8,2.8
506,Murillo Costa dos Santos,Murillo,Nott'm Forest,Defender,5.2,75,3.4,2.0,2.8,1909,1,0,5,28,4,0,3,300,506.2,112.3,75.0,69.4,5545,638,274295,801359,a,100.0,,2.8,2.8
507,Ola Aina,Aina,Nott'm Forest,Defender,4.7,48,3.4,2.3,3.2,1229,0,1,4,17,3,0,5,179,221.8,129.0,55.0,40.7,3282,465,325918,1625616,a,100.0,,3.2,3.2
508,Neco Williams,N.Williams,Nott'm Forest,Defender,4.7,89,3.1,2.9,2.5,2528,1,1,7,40,5,1,9,401,596.0,435.1,265.0,129.5,2036,698,400000,1171106,a,100.0,,2.5,2.5
509,David Mota Veiga Teixeira do Carmo,David Carmo,Nott'm Forest,Defender,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,427,4412,u,0.0,has joined Real Oviedo on loan for the rest of the season.,0.0,0.0
510,Jair Paula da Cunha Filho,Jair Cunha,Nott'm Forest,Defender,4.2,5,1.7,0.1,0.5,214,0,0,0,4,0,0,0,18,46.2,0.8,10.0,5.6,5,60,3449,8520,d,75.0,Foot injury - 75% chance of playing,0.4,0.4
511,Felipe Rodrigues da Silva,Morato,Nott'm Forest,Defender,4.3,35,2.3,0.1,0.2,938,0,0,2,17,4,0,1,145,233.8,20.8,59.0,31.4,32,56,9292,13477,a,,,0.2,0.2
512,Omar Richards,O.Richards,Nott'm Forest,Defender,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,345,4130,u,0.0,has joined Rio Ave on loan for the rest of the season.,0.0,0.0
513,Zach Abbott,Abbott,Nott'm Forest,Defender,3.8,2,1.0,0.3,0.0,120,0,0,0,4,0,0,0,1,25.4,6.3,0.0,3.2,54,165,29263,29665,a,,,0.0,0.0
514,Willy Boly,Boly,Nott'm Forest,Defender,3.8,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31,252,42719,66283,i,0.0,Knee injury - Unknown return date,0.0,0.0
515,Morgan Gibbs-White,Gibbs-White,Nott'm Forest,Midfielder,7.4,125,4.2,4.9,5.5,2550,8,2,8,39,1,0,11,497,536.0,649.6,599.0,178.3,25096,4233,1059705,1132868,a,100.0,,5.5,5.5
516,Callum Hudson-Odoi,Hudson-Odoi,Nott'm Forest,Midfielder,5.7,75,2.7,0.7,2.5,1679,3,2,5,25,0,0,6,313,314.0,530.6,300.0,114.2,483,493,268546,338439,a,100.0,,2.5,2.5
517,Elliot Anderson,Anderson,Nott'm Forest,Midfielder,5.5,133,4.4,8.3,5.0,2683,2,3,8,42,6,0,10,615,677.8,797.8,238.0,171.7,23527,6838,1617135,1296132,a,,,5.0,5.0
518,João Pedro Ferreira da Silva,Jota,Nott'm Forest,Midfielder,5.4,1,1.0,0.0,0.0,11,0,0,0,0,0,0,0,6,5.0,0.5,4.0,1.0,0,2,1029,9147,u,0.0,has joined Besiktas on loan for the rest of the season.,0.0,0.0
519,Nicolás Domínguez,Dominguez,Nott'm Forest,Midfielder,5.0,37,1.9,0.0,1.0,931,1,0,3,18,2,0,3,166,192.4,155.3,126.0,47.5,19,33,5194,3937,a,100.0,,1.0,1.0
520,Lewis O'Brien,O'Brien,Nott'm Forest,Midfielder,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,118,u,0.0,Has joined Wrexham permanently.,0.0,0.0
521,Ibrahim Sangaré,Sangaré,Nott'm Forest,Midfielder,4.9,71,3.2,0.1,2.5,1674,2,2,7,22,4,0,2,299,339.8,159.4,118.0,61.9,55,61,11150,12951,a,100.0,,2.5,2.5
522,Ryan Yates,Yates,Nott'm Forest,Midfielder,4.7,19,1.3,0.1,0.5,384,0,1,0,5,1,0,0,77,73.2,48.4,38.0,15.7,14,24,9963,19263,a,100.0,,0.5,0.5
523,Eric da Silva Moreira,Da Silva Moreira,Nott'm Forest,Midfielder,4.5,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,18,17,2726,16857,a,100.0,,0.0,0.0
524,Marko Stamenić,Stamenic,Nott'm Forest,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,245,5710,u,0.0,Has joined Swansea City permanently.,0.0,0.0
525,Chris Wood,Wood,Nott'm Forest,Forward,7.1,25,3.1,4.5,0.0,538,2,0,1,8,0,0,3,85,77.6,49.6,179.0,29.8,22,454,2133704,3391367,i,0.0,Knee injury - Unknown return date,0.0,0.0
526,Igor Jesus Maciel da Cruz,Igor Jesus,Nott'm Forest,Forward,5.8,73,2.5,1.2,3.5,1724,2,4,7,31,0,0,6,232,214.2,167.4,499.0,85.7,3416,1765,440745,403814,a,100.0,,3.5,3.5
527,Taiwo Awoniyi,Awoniyi,Nott'm Forest,Forward,5.2,16,1.5,0.3,0.8,249,1,0,0,2,0,0,1,56,52.4,41.9,114.0,20.3,96,128,36482,93464,a,100.0,,0.8,0.8
669,Dan Ndoye,Ndoye,Nott'm Forest,Midfielder,5.5,48,2.2,0.7,0.8,1156,1,2,2,17,1,0,4,170,165.4,217.4,180.0,56.5,30,168,544960,574497,a,100.0,,0.8,0.6
675,Angus Gunn,Gunn,Nott'm Forest,Goalkeeper,4.0,1,1.0,1.1,0.0,45,0,0,0,0,0,0,0,4,1.2,0.0,0.0,0.1,36,289,30467,101013,a,100.0,,0.0,0.0
693,Omari Hutchinson,Hutchinson,Nott'm Forest,Midfielder,5.4,61,2.7,0.1,1.2,1198,1,5,4,17,0,0,3,247,254.0,416.7,283.0,95.1,38,79,32679,27946,a,,,1.2,1.2
696,Arnaud Kalimuendo,Kalimuendo,Nott'm Forest,Forward,6.0,9,1.0,0.1,0.0,89,0,0,0,3,0,0,0,24,6.8,17.7,39.0,6.3,0,18,15291,18354,u,0.0,has joined Eintracht Frankfurt on loan for the rest of the season.,0.0,0.0
715,John Victor Maciel Furtado,John,Nott'm Forest,Goalkeeper,4.0,11,2.2,0.3,0.0,437,0,0,1,8,1,0,0,32,56.4,0.0,0.0,5.7,17,330,66220,47528,i,0.0,Knee injury - Expected back 01 Jun,0.0,0.0
716,Nicolò Savona,Savona,Nott'm Forest,Defender,4.5,39,2.8,0.1,0.0,1025,2,0,3,18,2,0,0,131,216.6,123.2,94.0,43.5,2,67,46682,44174,i,0.0,Knee injury - Unknown return date,0.0,0.0
729,Luis Eduardo Soares da Silva,Cuiabano,Nott'm Forest,Defender,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,94,117,u,0.0,has joined Vasco de Gama on loan for the rest of the season.,0.0,0.0
734,Dilane Bakwa,Bakwa,Nott'm Forest,Midfielder,5.9,14,1.4,0.0,0.5,342,0,1,0,8,1,0,0,55,49.8,113.9,78.0,23.8,23,15,4562,4145,a,100.0,,0.5,0.5
805,Lorenzo Lucca,Lucca,Nott'm Forest,Forward,5.5,8,2.7,0.0,0.2,119,1,0,1,1,0,0,0,34,37.2,12.7,31.0,7.9,42,87,5694,3683,a,,,0.2,0.2
814,Luca Netz,Netz,Nott'm Forest,Defender,4.5,2,1.0,0.0,0.2,48,0,0,0,0,0,0,0,8,7.8,1.7,2.0,1.1,17,12,406,176,a,,,0.2,0.2
528,Anthony Patterson,Patterson,Sunderland,Goalkeeper,4.2,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,74,10565,34538,u,0.0,has joined Millwall on loan for the rest of the season.,0.0,0.0
529,Simon Moore,Moore,Sunderland,Goalkeeper,3.9,0,0.0,0.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,198,18793,34319,a,,,0.0,0.0
530,Blondy Nna Noukeu,Nna Noukeu,Sunderland,Goalkeeper,3.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,59,7473,13328,u,0.0,has joined US Boulogne CO permanently.,0.0,0.0
531,Daniel Ballard,Ballard,Sunderland,Defender,4.7,118,4.5,4.0,5.2,2004,2,2,6,28,3,0,9,363,637.4,177.3,353.0,116.9,3895,10181,1237911,987906,d,75.0,Hamstring injury - 75% chance of playing,3.9,5.2
532,Trai Hume,Hume,Sunderland,Defender,4.5,87,2.9,0.3,3.2,2489,0,1,8,32,7,0,6,309,396.2,281.4,183.0,85.1,278,396,79506,71089,a,,,3.2,3.2
533,Aji Alese,Alese,Sunderland,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,611,863,u,0.0,has joined Portsmouth on loan for the rest of the season.,0.0,0.0
534,Joe Anderson,Anderson,Sunderland,Defender,3.8,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,148,39413,65154,u,0.0,has joined Barrow FC permanently.,0.0,0.0
535,Dennis Cirkin,Cirkin,Sunderland,Defender,4.0,14,2.0,0.0,0.2,301,0,0,1,2,1,0,0,44,58.2,8.9,8.0,7.1,23,35,7379,6924,a,100.0,,0.2,0.2
536,Leo Fuhr Hjelde,Hjelde,Sunderland,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,1255,1500,u,0.0,has joined Sheffield United on loan for the rest of the season.,0.0,0.0
537,Niall Huggins,Huggins,Sunderland,Defender,4.0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,1038,16197,u,0.0,has joined Wycombe Wanderers on loan for the rest of the season.,0.0,0.0
538,Zak Johnson,Johnson,Sunderland,Defender,3.8,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,95,23261,33284,u,0.0,has joined York City on loan for the rest of the season.,0.0,0.0
539,Luke O'Nien,O'Nien,Sunderland,Defender,4.0,8,1.1,0.1,1.5,138,0,0,1,0,1,1,0,30,16.0,2.9,4.0,2.3,57,55,7754,7636,a,100.0,,1.5,1.5
540,Timothée Pembélé,Pembele,Sunderland,Defender,3.9,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,93,47547,47977,u,0.0,has joined Le Havre AC on loan for the rest of the season.,0.0,0.0
541,Reinildo Mandava,Reinildo,Sunderland,Defender,3.8,51,3.0,2.8,0.0,1427,0,2,4,20,6,1,5,181,285.4,94.0,37.0,41.8,240,3296,615227,1058556,d,75.0,Knee injury - 75% chance of playing,0.0,0.0
542,Jenson Seelt,Seelt,Sunderland,Defender,4.0,2,1.0,0.1,0.0,133,0,0,0,2,0,0,0,11,33.6,2.4,0.0,3.6,0,13,3016,25271,u,0.0,has joined Wolfsburg on loan for the rest of the season.,0.0,0.0
543,Simon Adingra,Adingra,Sunderland,Midfielder,4.9,34,2.4,0.3,0.0,649,1,1,4,8,2,0,3,81,81.4,116.8,75.0,27.0,0,99,90681,230811,u,0.0,has joined AS Monaco on loan for the rest of the season.,0.0,0.0
544,Habib Diarra,Diarra,Sunderland,Midfielder,5.3,46,3.5,0.1,4.0,1015,2,3,4,10,4,0,3,136,110.2,72.8,166.0,33.9,266,493,20284,20243,a,100.0,,4.0,4.0
545,Patrick Roberts,Roberts,Sunderland,Midfielder,5.4,1,1.0,0.0,0.0,27,0,0,0,1,0,0,0,4,1.8,7.3,5.0,1.4,0,0,462,4082,u,0.0,has joined Birmingham City permanently.,0.0,0.0
546,Milan Aleksić,Aleksić,Sunderland,Midfielder,4.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,7,486,3487,a,100.0,,0.0,0.0
547,Enzo Le Fée,E.Le Fée,Sunderland,Midfielder,5.0,107,3.8,1.3,4.2,2295,4,4,8,31,5,0,8,430,533.2,566.5,199.0,130.0,235,6548,384561,259764,d,75.0,Knock - 75% chance of playing,3.2,4.2
548,Romaine Mundle,Mundle,Sunderland,Midfielder,4.9,14,1.0,0.0,0.2,399,0,0,0,11,1,0,0,42,29.4,33.6,69.0,12.7,0,4,1127,1628,i,0.0,Hamstring injury - Expected back 18 Apr,0.0,0.0
549,Dan Neil,Neil,Sunderland,Midfielder,4.8,3,1.0,0.0,0.0,13,0,0,0,0,0,0,0,10,3.0,1.4,0.0,0.4,0,7,1972,4668,u,0.0,has joined Ipswich Town on loan for the rest of the season.,0.0,0.0
550,Ian Poveda-Ocampo,Poveda,Sunderland,Midfielder,4.7,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,10,1089,2777,a,,,0.0,0.0
551,Chris Rigg,Rigg,Sunderland,Midfielder,4.7,18,1.5,0.0,0.8,466,0,0,2,3,0,0,0,59,26.6,61.9,29.0,11.7,24,18,5879,9291,a,,,0.8,0.8
552,Noah Sadiki,Sadiki,Sunderland,Midfielder,4.9,60,2.4,0.1,2.0,2204,0,1,7,29,6,0,0,317,262.4,207.6,79.0,55.0,42,58,11073,12186,a,100.0,,2.0,2.0
553,Chemsdine Talbi,Talbi,Sunderland,Midfielder,4.9,67,3.0,0.2,1.0,1230,3,2,6,11,0,0,5,202,191.4,183.3,170.0,54.0,59,78,60585,71109,a,100.0,,1.0,1.0
554,Abdoullah Ba,Ba,Sunderland,Midfielder,4.3,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,230,81833,79142,a,,,0.0,0.0
555,Alan Browne,Browne,Sunderland,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1291,9854,u,0.0,has joined Middlesbrough on loan for the rest of the season.,0.0,0.0
556,Pierre Ekwah Elimby,Ekwah,Sunderland,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,1806,u,0.0,Has joined AS Saint-Etienne permanently.,0.0,0.0
557,Harrison Jones,H.Jones,Sunderland,Midfielder,4.3,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,28,59,8898,10582,a,,,0.0,0.0
558,Jay Matete,Matete,Sunderland,Midfielder,4.3,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,73,30710,45579,u,0.0,has joined MK Dons permanently.,0.0,0.0
559,Nectarios Triantis,Triantis,Sunderland,Midfielder,4.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2951,8647,u,0.0,has joined Minnesota United permanently.,0.0,0.0
560,Wilson Isidor,Isidor,Sunderland,Forward,5.1,60,2.3,1.3,1.5,1056,4,1,4,15,1,0,7,193,168.8,24.2,384.0,57.6,363,1396,968109,876135,a,100.0,,1.5,1.5
561,Eliezer Mayenda Dossou,Mayenda,Sunderland,Forward,5.2,38,2.1,0.5,3.0,749,2,0,3,9,0,0,5,118,116.6,53.8,188.0,35.4,244,484,272045,307445,a,,,3.0,3.0
562,Ahmed Abdullahi,Abdullahi,Sunderland,Forward,4.2,0,0.0,0.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,232,474,68976,91740,a,,,0.0,0.0
563,Luís Hemir Silva Semedo,Luís Hemir,Sunderland,Forward,4.4,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,5979,20408,u,0.0,has joined Moreirense on loan for the rest of the season.,0.0,0.0
564,Nazarii Rusyn,Rusyn,Sunderland,Forward,4.4,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,3530,20207,u,0.0,has joined Arka on loan for the rest of the season.,0.0,0.0
668,Granit Xhaka,Xhaka,Sunderland,Midfielder,5.1,95,3.7,3.3,1.2,2181,1,5,7,26,5,0,5,465,552.2,457.2,83.0,109.2,909,2432,1370065,1352596,a,100.0,,1.2,1.2
670,Robin Roefs,Roefs,Sunderland,Goalkeeper,4.8,110,3.9,8.4,0.8,2520,0,0,8,34,3,0,9,474,704.0,40.0,0.0,74.3,192,34338,2168260,1267438,d,50.0,Hamstring injury - 50% chance of playing,0.4,0.0
678,Arthur Masuaku,Masuaku,Sunderland,Defender,3.9,1,0.3,0.5,0.0,125,0,0,0,2,1,0,0,4,21.8,20.1,7.0,4.9,0,120,52353,83233,u,0.0,has joined RC Lens on loan for the rest of the season.,0.0,0.0
683,Omar Alderete,Alderete,Sunderland,Defender,4.1,102,3.9,6.6,3.5,2263,1,1,8,30,5,0,5,346,650.8,120.0,231.0,100.6,4486,4652,1623737,933659,a,100.0,,3.5,3.5
694,Nordi Mukiele,Mukiele,Sunderland,Defender,4.5,115,4.6,7.6,0.2,2163,1,5,7,28,4,0,8,397,559.0,278.7,141.0,97.9,146,40054,2466048,1549582,d,50.0,Calf injury - 50% chance of playing,0.1,0.0
724,Lutsharel Geertruida,Geertruida,Sunderland,Defender,4.5,43,1.8,0.1,2.0,1321,0,0,2,20,0,0,0,182,217.2,110.1,63.0,39.0,79,54,9881,6835,a,,,2.0,2.0
730,Brian Brobbey,Brobbey,Sunderland,Forward,5.3,64,2.8,0.6,0.8,1270,5,1,4,18,3,0,8,227,240.0,110.2,275.0,61.1,664,1398,336107,271414,a,100.0,,0.8,0.6
735,Bertrand Traoré,Traoré,Sunderland,Midfielder,5.5,30,2.5,0.0,0.5,634,1,1,3,9,1,0,1,118,115.6,108.4,135.0,35.9,2,24,13839,13165,i,0.0,Knee injury - Expected back 02 May,0.0,0.0
774,Jenson Jones,Jenson Jones,Sunderland,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13,24,1606,927,a,,,0.0,0.0
775,Tymur Tutierov,Tutierov,Sunderland,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,160,140,u,0.0,has joined Exeter City on loan for the rest of the season.,0.0,0.0
800,Djiamgone Jocelin Ta Bi,Jocelin.T,Sunderland,Midfielder,5.0,1,1.0,0.0,0.2,38,0,0,0,0,0,0,0,4,3.4,4.3,2.0,1.0,1,2,149,115,i,0.0,Ankle injury - Unknown return date,0.0,0.0
812,Melker Ellborg,Ellborg,Sunderland,Goalkeeper,4.0,13,6.5,0.2,3.2,180,0,0,1,1,0,0,3,49,53.0,0.0,0.0,5.3,749,648,21790,1392,a,,,3.2,3.2
813,Nilson Angulo,Angulo,Sunderland,Midfielder,5.0,9,1.8,0.0,1.5,254,0,0,1,4,0,0,0,27,36.2,28.3,62.0,12.6,2,77,1074,470,i,0.0,Unknown - Expected back 24 Apr,0.0,1.5
821,Jack Whittaker,Whittaker,Sunderland,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,4,0,a,,,1.3,1.3
822,Jaydon Jones,Jones,Sunderland,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13,4,13,4,a,,,1.3,1.3
565,Guglielmo Vicario,Vicario,Spurs,Goalkeeper,4.7,88,2.9,5.5,1.2,2700,0,0,7,47,1,0,6,404,677.4,10.1,0.0,69.0,1222,2752,1353599,1423263,a,,,1.2,0.7
566,Brandon Austin,Austin,Spurs,Goalkeeper,3.9,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23,128,21106,24736,a,,,0.0,-0.5
567,Antonín Kinský,Kinsky,Spurs,Goalkeeper,3.9,0,0.0,1.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,148,940,126612,178012,a,,,0.0,-0.5
568,Pedro Porro Sauceda,Pedro Porro,Spurs,Defender,5.1,82,3.2,9.4,0.8,2073,0,3,7,30,6,0,4,353,462.8,563.4,100.0,112.8,6302,1665,1483073,3031964,a,100.0,,0.8,0.3
569,Cristian Romero,Romero,Spurs,Defender,5.0,89,4.2,3.0,0.0,1710,4,1,5,29,8,2,10,288,543.2,110.8,206.0,86.0,113,2698,1018440,1210713,d,50.0,Head injury - 50% chance of playing,0.0,0.0
